0.000,0.000,0.000
-17.290,-247.254,1.000
-17.290,-247.254,2.000
-17.290,-247.254,3.000
-17.290,-247.254,4.000
-17.290,-247.254,5.000
-17.290,-247.254,6.000
-17.290,-247.254,7.000
-26.062,-247.960,8.000
-37.188,-248.830,9.000
-48.540,-249.717,10.000
-62.525,-250.773,11.000
-77.001,-251.857,12.000
-86.970,-252.578,13.000
-102.500,-253.696,14.000
-116.044,-254.635,15.000
-124.479,-255.220,16.000
-139.104,-256.197,17.000
-151.392,-257.013,18.000
-164.256,-257.831,19.000
-181.283,-258.899,20.000
-195.753,-259.774,21.000
-211.091,-260.676,22.000
-227.417,-261.614,23.000
-240.374,-262.322,24.000
-249.400,-262.813,25.000
-268.450,-263.805,26.000
-289.013,-264.831,27.000
-305.569,-265.627,28.000
-317.189,-266.153,29.000
-342.050,-267.239,30.000
-369.342,-268.343,31.000
-391.650,-269.174,32.000
-415.766,-270.001,33.000
-451.164,-271.087,34.000
-480.495,-271.851,35.000
-490.862,-272.089,36.000
-523.997,-272.776,37.000
-560.419,-273.335,38.000
-615.023,-273.826,39.000
-677.719,-273.816,40.000
-731.007,-273.312,41.000
-790.369,-272.146,42.000
-904.605,-267.956,43.000
-986.977,-263.046,44.000
-1097.368,-253.347,45.000
-1248.993,-231.487,46.000
-1384.574,-194.589,47.000
-1452.133,-152.625,48.000
-1442.502,-75.598,49.000
-1315.288,-0.000,50.000
-1171.489,51.148,51.000
-1018.881,92.730,52.000
-903.942,119.006,53.000
-817.131,136.741,54.000
-724.515,154.000,55.000
-635.015,169.242,56.000
-581.416,177.757,57.000
-525.701,186.160,58.000
-477.787,193.039,59.000
-436.149,198.764,60.000
-406.541,202.694,61.000
-373.378,206.967,62.000
-343.773,210.664,63.000
-317.112,213.895,64.000
-288.341,217.281,65.000
-266.612,219.778,66.000
-246.585,222.026,67.000
-228.008,224.063,68.000
-207.352,226.285,69.000
-191.301,227.984,70.000
-173.206,229.852,71.000
-158.965,231.296,72.000
-142.735,232.923,73.000
-140.108,233.180,74.000
-140.108,233.180,75.000
-140.108,233.180,76.000
-140.108,233.180,77.000
-140.108,233.180,78.000
-140.108,233.180,79.000
-140.108,233.180,80.000
-140.108,233.180,81.000
-140.108,233.180,82.000
-140.108,233.180,83.000
-140.108,233.180,84.000
-140.108,233.180,85.000
-140.108,233.180,86.000
-140.108,233.180,87.000
-140.108,233.180,88.000
-140.108,233.180,89.000
-140.108,233.180,90.000
-140.108,233.180,91.000
